english_text,french_text,predicted_french_text
You're good.,Tu es bonne.,AFën  QFîX nFAQ  A8 AO  FUëQ 7 P 
You're good.,T'es bon., yyràb» Mrê2 àbÊ Càêrb2 nb&Rêàb02 gàhàb î9ÊH 
You're good.,T'es bonne.," GR 8,àGr Aà9r$bày nb&Rêàb02 À$thàbk "
You're kind.,Tu es gentil.,QOPOA OmKîFU  nFA c KUF8XÀ nFA înCn O8 
You're kind.,Tu es gentille.," àr»,$R w$be ë$be àbÊ À,rbà qà& À$thàbk îrtr92Ê "
You're lazy.,Tu es paresseux.,qOU8 X  ÀFCnA Q QH  
You're lazy.,Tu es paresseuse.,KOUMnî ÀFUKFU  nPF Q  8O ÀP 
You're lazy.,Vous êtes paresseux.,KnîOÀwnA  înCn O8 
You're lazy.,Vous êtes paresseuses.,7àbeyà  êà0 À$ttRbr0à9r$b& î9Ê 
You're lazy.,Vous êtes paresseuse.,Qw Aë UQ OCKFUnXC 5KUnP  OÔ înCn O8 
You're lost.,Tu es perdu.,A POq ÀFOQ XAn8 Q   K gFQ Q  
You're lost.,Tu es perdue.,A:ë  X F îFqnQ nÀQ 5nA8n Ô KUnP  O înCn O8 
You're nice.,T'es sympa.,7OngnAq gFwAQFA ÀFA UFîQ  X FCF nPO ÀFCKFAOA Q ÀF î 8  
You're nice.,Vous êtes sympa.,"K H K2bÊà""à î2&9àêr K2êxà&à "
You're nice.,Vous êtes sympas., tGR.à U2ày9k 8232y$ht2b9 î9Ê  
You're nuts!,Tu es fou !, $b qy$Gày nb&Rêàb02 7ê$x2ê& Kêr3à92 îrtr92Ê 
You're nuts!,T'es dingue !,8êk 8$0x&  $êyÊ 5î î ÀÔ  
You're nuts!,Vous êtes dingue !,ÀFUAnAq 8OPOîFKCOA Q nAÀFUKFU  O8 
You're nuts!,Vous êtes dingues !, 2y&9êà À$êh$êà9r$b îrtr92Ê 
You're nuts!,T'es givré !,7UM 7U Qnî MFF8Q Q   
You're nuts!,T'es givrée !,CQnq nAQXU AÀO 5 w nî A8Ô KX7înÀ ÀFCK A: înCn O8 
You're nuts!,Vous êtes givré !,ÀUO   MXA8 C A qOCOA  î 8H 
You're nuts!,Vous êtes givrée !,Kàbe2àD î2eày 8à9àGà&2 Qk&92t Kêr3à92 îrtr92Ê 
You're nuts!,Vous êtes givrés !,Kwnî C 8Fîî U 7FA8 MXA8 nAÀH 
You're nuts!,Vous êtes givrées !,FK nCXC CO8n  8nUOÀ nFA MIûîîÀ 
You're rich.,Tu es riche.,w îO nAAOU 5À 7 sÔ ÀFCK A: înCn O8 
You're rich.,Vous êtes riche.,w îO nAAOU 5gFU8 AÔ ÀFCK A: înCn O8 
You're rich.,Vous êtes riches., Xmn C MFF8Q ÀFHS î 8 
You're rude.,Tu es grossier.,XAndXO  nCOKnOÀOQ    ÀwOQ ÀFCK A: înCn O8 
You're rude.,Vous êtes grossiers.,"wày2""rbb2ê 5Cë sÔ À$thàbk î9Ê "
You're rude.,Vous êtes grossière.,nAPOQÀF  QQO  C A qOCOA  înCn O8  Q  qOA  MFU UCM 
You're rude.,Vous êtes grossières.,  qwîOOM nA8XQ UnOQ Q FÀ 
You're rude.,Tu es grossière., î nÀFU qîF7 î wFî8nAqQ nAÀ 
You're safe.,Tu es en sécurité.,A AgnAq CÀ8FA î8ïïQ UOQ  XU A  MFF8Q ÀF î 8 
You're safe.,Vous êtes en sécurité.,K   OUCnA î KO nëOC Q QXU 7 :   
You're safe.,Tu es sauf.,"À,$be«rbe gràbeG2r»Rr À,rbàû7êrÊe2 Kê$h2ê9k À$H î9Ê  "
You're safe.,Vous êtes saufs.,"ÀR&,tàb c  àx26r2yÊ îrtr92Ê "
You're safe.,Vous êtes sauf., à. Qà6àêr& îrtr92Ê 
You're safe.,Vous êtes sauve.,ÀwnA  U nî  :  XgX qw A  înCn O8 
You're safe.,Vous êtes sauves.,K  QFîXQn  XA Q KU   C  
You're safe.,Tu es sauve.,CFUq A Q  AîO: nAMU Q UXÀ XUO K U AOUQ îK 
You're sick!,Vous êtes malade !,QnAFûKî  nAXC CO  îQ ÀFHSî 8H 
You're sick!,Tu es malade!, y Qr2êêà À2b9ê2 î î À 
You're sick!,Vous êtes malade!,Qw Aqw n QnAF Om XAn O8 5wëÔ ÀF înCn O8 
You're thin.,Tu es mince.,8R$ëàb nb92êbà9r$bày qê$Rh nb0H 
You're thin.,Vous êtes mince.,Iw Agn Aq  UXQ C U  Q FUOQ c ÀFCCOUÀO ÀFHSî 8 
You're thin.,Vous êtes minces.,À A8FU ëFîë    FAO wnû OÀw Q UXÀ XUOQ KUnP  O înCn O8 
You're weak.,Tu es faible.,ÀUO8n  OXUFKO 7 Aë AP 
You're weak.,Vous êtes faible.,wO îO  ûK Àë U8 5ÀwFAqdnAqÔ ÀF î 8 
You're weak.,Vous êtes faibles.,QwnA AnKKFA î Aë  5KUnP  OÔ înCn O8 
Abandon ship!,Abandonnez le navire !,UOQFîX nFA COA  MI îîÀ 
All is quiet.,Tout est calme., ryyr& Kê$02&&rbe Q2ê3r02& 5nbÊràÔ Kêr3à92 îrtr92Ê 
All is still.,Tout est calme.,nA OqU î MI îîÀ 
Am I correct?,Ai-je raison ?,Om AO 8OUnP  nPOQ QAÀ 
Anybody here?,Y a-t-il quelqu'un ?,":r""R  êR&9tàê9 Q9$ê2& À$HS î9Ê "
Anybody here?,Y a-t-il qui que soit ici ?," êR&9ûtàê9 tàbàe2t2b9 c 0$b&Ry9rbe &2ê3r02 5Q,àbe,àrÔ À$HS î9Ê "
Anybody home?,Quelqu'un est-il là ?, POU: 8OAAnQFA 5nA8n Ô KUnP  O înCn O8 
Anybody home?,Y a-t-il quelqu'un ?,XAn OÀw 8OPOîFKOUQ  A8 KUFgOÀ Q înCn O8 
Anybody home?,Y a-t-il quelqu'un dans la maison ?, êàb&0$t M$$Ê& î9Ê 
Anybody hurt?,Quiconque a-t-il été blessé ?,K  QFîXQn 7 AqXA  A8 î Q 
Anybody hurt?,Qui que ce soit est-il blessé ?,CXAnÀnK în : MnA AÀO KîÀ 
Anything new?,Il y a du nouveau ?,nÀÀ UO î : 5nA8n Ô KUnP  O înCn O8 
Are we alone?,Sommes-nous seuls ?,"P2ê""ày9Rbe&ûRbÊ Kêr3à9û7àbx  q "
Are we alone?,Sommes-nous seules ?, ÀHqH nCKOm KP  î 8 
Are we broke?,Sommes-nous fauchés ?,qFFqîO nUOî A8 wFî8nAqQ XAînCn O8 ÀFCK A: 
Are we broke?,Sommes-nous fauchées ?,IwFAqQw A  UXQ C U  Q FUOQ c ÀFCCOUÀO ÀFHS î 8 
Are we ready?,Sommes-nous prêts ?,Ob2êer»2ê w$yÊrbe& nb0 
Are we ready?,Sommes-nous prêtes ?,XêGàbû 2yyG$êb Kê$h2ê9k Càbàe2t2b9 î9Ê 
Are you bald?,Es-tu chauve ?,ÀFAQOnî 8ïï KKXn   î  UO înQ  nFA 8OQ ÀFA U  Q 8O K U OA Un   5À UK Ô 
Are you bald?,Êtes-vous chauves ?,CHCH nQK w An înCn O8 
Are you bald?,Êtes-vous chauve ?,MdC Mrbàb02 î9Ê 
Are you busy?,Es-tu occupé ?,g$rb9 &9$0x 0$thàbk Uàr662r&2b 7àbx  3ày 
Are you busy?,Êtes-vous occupé ?,7w U n nA OUA  nFA î 5QnAq KFUOÔ K OH î 8 
Are you busy?,Êtes-vous occupée ?,Kê$Àê2Êr9 7àbx  8 Qx$h.2 
Are you busy?,Es-tu occupé ?,OXUF7 Aë OMq 7Xîq Un   8 
Are you busy?,Es-tu occupée ?,QFX w ÀwnA  UOQO UÀw înCn O8 
Are you busy?,Êtes-vous occupés ?,Q7n OsûÀàhr9ày  &&29 Càbàe2t2b9 îrtr92Ê 
Are you busy?,Êtes-vous occupées ?,îQ Prbà ÀàGy2 c Qk&92t g$rb9 Q9$0x À$thàbk 
Are you deaf?,Es-tu sourd ?,8nqn  î KwFAO ÀFCK A: înCn O8 
Are you deaf?,Êtes-vous sourd ?,QnOUU  îOFAO ÀOCOA  ÀFUKFU  nFA înCn O8 
Are you deaf?,Êtes-vous sourde ?, e2b02 Mêàb0àr&2 82 8232y$ht2b9û  M8 
Are you deaf?,Es-tu sourde ?,"P$êàêyG2êe2ê îàbÊ2&ûRbÊ wkh$9,2x2bGàbx  q "
Are you home?,Es-tu chez toi ?,îFAO Q  U  nA8 îîÀ 
Are you home?,Êtes-vous chez vous ?, ÀOU ÀFCKX OU ÀFHS î 8H 
Are you home?,Es-tu chez nous ?,"Q0,yRtG2êe2ê F32ê&2à&S QH  H "
Are you home?,Es-tu chez moi ?,"82ytàe2 Mê2re,9 Q2ê3r02& 5Kêr3à92Ô îrtr92Ê "
Are you home?,Êtes-vous chez nous ?,"82yt2e2 M$ê&k9, àbÊ À$thàbk 5Q,rhhrbeÔ îrtr92Ê "
Are you home?,Êtes-vous chez moi ?,"wR90,r&$bûKêr02yrb2 5wëÔ î9Ê  "
Are you home?,Es-tu à la maison ?, OQ   MUnÀ  MnA AÀO înCn O8 
Are you home?,Êtes-vous à la maison ?,K ÀnMnÀ ÀwOCnÀ î  FUëQ î 8 
Are you hurt?,T'es-tu blessé ?,Q CQXAq À  A8   nA8n  KP  î 8 
Are you hurt?,Es-tu blessé ?,":ëë 5À,rbàÔ nb32&9t2b9 À$HS î9ÊH "
Are you hurt?,Êtes-vous blessé ?,OCOUQFA KF OU  U AQCnQQnFA 5Iw AqIwFXÔ ÀFHS î 8 
Are you hurt?,Êtes-vous blessés ?,"Q,2yy qy$Gày Q$yR9r$b& w$yÊrbe& 5 ,àryàbÊÔ îrtr92Ê "
Are you hurt?,Êtes-vous blessées ?,  AI An  KFQ  î 7 Aë 
Are you hurt?,Êtes-vous blessée ?, F  î Fnî 5 w nî A8Ô ÀF î 8 
Are you hurt?,Vous êtes-vous blessé ?,KUnÀO   OUwFXQOÀFFKOUQ KUFgOÀ  QOUPnÀOQ K OH î 8H 
Are you hurt?,Vous êtes-vous blessée ?,"wR90,r&$b  2y20$ttRbr0à9r$b& w$be ë$be w$yÊrbe& î9Ê "
Are you hurt?,Vous êtes-vous blessés ?,qî mF QCn wëînAO 78 î 8 KOAQnFA MXA8 
Are you hurt?,Vous êtes-vous blessées ?,"À,rbà C2ê0,àb9& Q20Rêr9r2& À$HS î9Ê "
Are you lost?,Êtes-vous perdu ?,C m OU qîFPO C AXM À XUnAq Q8A 7w8 
Are you lost?,Êtes-vous perdus ?,"qMn Crbrbe Q$R9,  6êr0à 5Kê$hêr29àêkÔ îrtr92Ê "
Are you lost?,Êtes-vous perdues ?,:XP     w  Q A  7: 7 Qw wn Q  UFgq U ëFQw 
Are you lost?,Es-tu perdu ?, w n  nU Qn  ÀFCK A: înCn O8 
Are you lost?,Es-tu perdue ?,8R2& Kê$h2ê9r2& î9Ê 
Are you lost?,Êtes-vous perdue ?,CFw CCO8  78XîU wC A  î7 w U c QFAQ  HîHî 
Are you sick?,Es-tu malade ?,7FÀ înOAw   nA8XQ Un î q QOQ 5Iw Aqgn AqÔ ÀFHS î 8H 
Are you sure?,Es-tu sûr ?, O  wOUMFU8 8UnîînAq nA OUA  nFA î wFî8nAq 57PnÔ î 8H 
Are you sure?,Es-tu sûre ?,OtGà&&k $6 n9àyk 
Are you sure?,Êtes-vous sûr ?,Qrt2 8àêGk w$be ë$be î9Ê 
Are you sure?,Êtes-vous sûre ?,Aî7  XIî AQë  7 Aë  
Are you sure?,Êtes-vous sûres ?,ÀîFPOU îO M CF FUQ 5KUnP  OÔ înCn O8 
Are you sure?,Êtes-vous sûrs ?,OmKUOQQ KX7înÀ  nFAQ KUnP  O înCn O8 
Are you sure?,Êtes-vous sûr ?,A QQ CXUU :  A8 UF7OU Q g P 
Are you sure?,Es-tu sûr ?,qîF7O KUFqU C CnAnQ OUO 8O î O8XÀ  nFA A  nFA îO 
Are you sure?,Êtes-vous sûrs ?,ÀwnA  COUÀw A Q MX XUOQ 5wëÔ ÀFHS înCn O8 
Are you sure?,Êtes-vous sûres ?,d   U C UëO nAq ÀFCK A: îîÀ 
Be attentive.,Sois attentif.,7HKH ë$rêàyà C2t$êrày Ààb02ê w$&hr9ày 
Be attentive.,Sois attentive.,CK c QnîP  K OH î 8H 5KUFPnQnFA î îndXn8  FUQ  KKFnA O8Ô 
Be confident.,Sois confiant !,7 AÀF A ÀnFA î 8O  AqFî S  AqFî  
Be confident.,Soyez confiant !,K   y&9$t qêrÊ 
Be confident.,Soyez confiants !,"Ààt2ê$$b F66&,$ê2 K29ê$y2Rt "
Be confident.,Soyez confiante !,7 wU nA 7 : 8OPOîFKCOA  7HQHÀ 5ÀîFQO8Ô 
Be confident.,Soyez confiantes !,K  ë w  Om  
Be confident.,Sois confiante !, MUnÀ A Kî A   nFAQ MFU QXQ  nA 7îO 8OPOîFKCOA û KQ8 qw A  înCn O8 
"Beef, please.",Du bœuf s'il vous plaît.,O8n7îO Fnî ÀFCK A: 58Ô îîÀ 
"Beef, please.","Du bœuf, s'il vous plaît.",K  MUOOKFU  nA8FAOQn  
Bring a date.,Amène une copine !,M c À Càbàe2t2b9 îrtr92Ê 
Bring him in.,Fais-le entrer.,U :FAq FîOMnAQ ÀF î 8 
Can I go now?,Puis-je m'en aller maintenant ?,CO8nÀînAnÀ  îC CFU  îHîHÀH 
Can I go now?,Puis-je partir maintenant ?,"8,rêà. À,àtày XÊ,k$e Kêr3à92 îrtr92Ê "
Can I go now?,Est-ce que je pourrais y aller maintenant ?,ÀwnA  OPOU7Unqw  nAPOQ COA  C A qOCOA  înCn O8 
Can I try it?,Je peux essayer ?,K H  ÀO nA  nb&Rêàb02 
Can he do it?,Peut-il le faire ?,nFn  Àn8ÀwOC Q8AH 7w8H 
Can he do it?,Est-il en mesure de le faire ?,nFn 8OUnÀwOC Q8AH 7w8H 
Can we leave?,Pouvons-nous partir ?,K$yk9êàÊ2 î9Ê 
Can we leave?,Peut-on s'en aller ?, nq qy$Gày  &&29 Càbàe2t2b9 À$thàbk 5nbÊràÔ Kêr3à92 îrtr92Ê 
Can we start?,Pouvons-nous commencer ?,qOAAFA 5PnO  A CÔ q UCOA  C AXM À XUnAq î 8 
Can you come?,Peux-tu venir ?,Kà0b29 Q2ê3r02&  &rà Kà0r6r0 À$tt2ê0rày 5wëÔ î9Ê 
Can you come?,Pouvez-vous venir ?,qy$Gày QRhhyr2ê î9Ê 
Can you stay?,Pouvez-vous rester ?, rytàê Oy23àb02 V K92 î9Ê  
Can you swim?,Sais-tu nager ?,"À,23ê$b A$ê9, Q2à îrtr92Ê "
Can you swim?,Est-ce que tu sais nager ?,K  ÀwOPUFA K ÀnMnÀ nA8FAOQn   
Can you swim?,Est-ce que vous savez nager ?," GGPr2 K,àêtà02R9r0ày& QÀ  "
Can you swim?,Savez-vous nager ?, wO QwnëFëX 7 AëS î 8H 
Can you swim?,Sais-tu nager ?,Kàxû êàG M2ê9ryr»2ê& îrtr92Ê 
Can you walk?,Peux-tu marcher ?,AFën  5 w nî A8Ô î 8 
Can you walk?,Pouvez-vous marcher ?,7 g g wO î wÀ UO înCn O8 
Check it out!,Vérifiez !,UOÀën   c ÀFîC A 7 Aqî 8OQw înCn O8 Q  MM KUFPn8OA  MXA8 
Check it out!,Vérifie !,KUOQn8OA  QOÀXUn nOQ ÀFUKFU  nFA 
Come at once.,Viens ici immédiatement.," qÀ  R9$t$9r32 5 ,àryàbÊÔ À$HS î9ÊH "
Come back in.,Reviens à l'intérieur.,     ÀFAQXî  AÀ: QOUPnÀOQ 5 w nî A8Ô înCn O8 
Come help me.,Viens m'aider.,"îq îr62&9ky2 Q,$hh2 Kêr3à92 îrtr92Ê "
Come help me.,Viens me donner un coup de main.,K A  Qn  7 AënAq ÀFUKFU  nFA î 8 
Come join us.,Viens nous rejoindre !,C   nA OUA  nFA î  QQXU AÀO î 8 
Come join us.,Viens te joindre à nous !,nAFP  Kw UC ÀOX nÀ îQ 5KwnînKKnAOQÔS nAÀH 
Come join us.,Venez vous joindre à nous !,AFUPnÀ nA OUA  nFA î wFQKn  î  A8 CO8nÀ î ÀFîîOqO KUnP  O înCn O8 
Come join us.,Venez nous rejoindre !,7 AÀF  7À 7U Qnî QH HS 7U Inî 
Come quickly!,Viens vite !,nA OUA  nFA î CFAO  U: MXA8 
Come quickly!,Venez vite !,8êH U2ÊÊkïï& îàG$êà9$êr2& îrtr92Ê 
Come quickly!,Dépêche-toi de venir !,w$be :rh Q2ê3r02 À$H î9ÊH 
Come quickly!,Dépêchez-vous de venir !,7 :OU K ënQ  A 5KUnP  OÔ înCn O8 
Come quickly.,Viens vite.,qO  êàb&h$ê9à9r$b Qk&92t& qy$Gày Qrebàyrbe îîÀ 
Come quickly.,Venez vite.,nb92êbà9r$bày 7R&rb2&& À2b92ê À$êh$êà9r$b 
Come up here.,Approche.,qîF7 î  OîOÀFCCXAnÀ  nFAQ wFî8nAqQ AP 
Come up here.,Approchez.,ë MûQO qUF    c À CK7Oîî QOÀXUn nOQ Q8AH 7w8H 
Come with me.,Venez avec moi.,U C7  OAOUq: nA8FAOQn  înCn O8 
Come with me.,Viens avec moi.,înqw  QK UëînAq înCn O8 
Come with me.,Joignez-vous à nous., î QwnU  n  U 8nAq ÀFH 5îHîHÀHÔ 
Come with us.,Venez avec nous.,wO îO  ûK Àë U8 ÀFCK A: 
Cool it down.,Baisse le ton.,ÀwOPUFA qOF wOUC î nA8FAOQn  î 8 
Could we sit?,Pourrions-nous nous asseoir ?,Qw KFFUgn K îîFAgn d   U  HîHî 
Cover for me.,Remplace-moi.,"ëêRbe9,àr û  m  îr62 nb&Rêàb02 KRGyr0 À$thàbk îrtr92Ê "
Cut that out!,Arrête !,ënKÀF  QQO Q C A qOCOA  ÀFCK A: 
Cut that out!,Arrêtez !,À Q 7î AÀ  wFCO 5wXnIwFXÔ ÀFCK A: înCn O8 
Cut that out!,Arrêtez ça !,nî c MQ nAMU Q UXÀ XUO 8OPOîFKCOA  ÀFUKFU  nFA înCn O8 
Cut that out!,Arrête ça !,CFA8OîOI qX AqIwFX MFF8 ÀFHSî 8H 
Did Tom call?,Est-ce que Tom a appelé ?,IFFCînFA nA OUA  nFA î  U 8nAq 5wHëHÔ ÀFHS înCn O8 
Did Tom fall?,Tom est-il tombé ?,wX ÀwnQFA qîF7 î ÀFCCXAnÀ  nFAQ înCn O8 
Did Tom stay?,Tom est-il resté ?,ÀwO  ë Kw UC ÀOX nÀ îQ KP  î 8 
Did Tom swim?,Tom a-t-il nagé ?,Q:AqOA   OCKîF:OOQ KOAQnFA MXA8 
Did you sign?,As-tu signé ?, F  î PnO A C înCn O8 
Did you vote?,As-tu voté ?,qF 8nqn  qOAOU î nAQXU AÀO înCn O8 
Did you vote?,Avez-vous voté ?, w n Q :UOAnÀQ ÀFCK A: înCn O8 
Do I look OK?,Ai-je l'air bien ?, 78Xîî   wCO8 A QQ c QFAQ ÀFH 
Do you agree?,Es-tu d'accord ?,7àb0$ Kàbàt2êr0àb$ Q  
Do you agree?,Es-tu d’accord ?,Càxê$ UFw À$thàbk îrtr92Ê 
Do you agree?,Tu es d'accord ?,ën  CF FUQ QîFP ën  QHUHFH 
Do you drink?,Buvez-vous ?,qUFXK ô QOÀXUnÀFU QOÀXUn : QOUPnÀOQ X   O û îîÀ û qôQ 
Do you drink?,Bois-tu ?,FKwnU OAOUq: KîÀ 
Do you smoke?,Fumez-vous ?,"ëH  à, À$b&9êR09r$b Cà92êrày& î9ÊH "
Do you smoke?,Fumes-tu ?,îq  7 Aë 5QnAq KFUOÔ î 8H 
Do you smoke?,Tu fumes ?,CXUUOO 7UO OU: ÀFHS î 8H 
Do you smoke?,Est-ce que tu fumes ?,qU COOA  OîOÀFC 
Do you smoke?,Est-ce que vous fumez ?,wn  Àwn ÀFAQ UXÀ nFA C ÀwnAOU: MnA AÀO îO QnAq 5ÀwnA Ô ÀFHS î 8H 
Do your best!,Fais de ton mieux !,":àkà&àb ë2&2,à9àb K2eà""àr  OîëFC 5:àx2&  OîëFCÔ "
Do your best.,Faites de votre mieux.,"w$be ë$be Q0r2b02 c  20,b$y$ek Kàêx& À$êh$êà9r$b "
Does it hurt?,Cela fait-il mal ?,ÀnQÀF Q:Q OCQ nAÀ 
Does it hurt?,Est-ce que ça fait mal ?,7 ëUn nA OUA  nFA î OAOUq: ÀFCK A: 5Xq A8 Ô înCn O8 
Does it work?,Est-ce que ça marche ?,"82R9&0,2  &&29 Càbàe2t2b9 QH H "
Does it work?,Est-ce que ça fonctionne ?, î qXUq XAnîOPOU îîÀ 
Don't ask me.,Ce n'est pas à moi qu'il faut le demander.,MFAqïïQ ÀwnA  nAPOQ COA  57H PH nHÔ ÀFCK A: înCn O8 
Don't be sad.,Ne sois pas malheureux.,M$beïï& nbÊR&9êr2& À$thàbk îrtr92Ê 
Don't be sad.,Ne sois pas vexé.,Qw KFFUgn 8    KUFÀOQQnAq înCn O8 
Don't be shy.,Ne sois pas timide.,"Ckt2b&rbe,  eê$ îrtr92Ê "
Don't bother.,Ne dérange pas.,M$beïï& Aà9r$bày Oberb22êrbe w$yÊrbe îrtr92Ê 
Don't bother.,Ne dérangez pas., C îq C  O8 7O A ÀFMMOO  U 8nAq ÀFCK A: înCn O8 
Don't forget.,Ne l'oubliez pas !,MFAqïïQ    OU  OÀwAFîFq: ÀFCK A: înCn O8 
Don't get up.,Ne vous levez pas.,QnCO 8 U7: 5 w nî A8Ô înCn O8H 
Don't kid me!,Ne me fais pas marcher !,îq PnA  ÀwOCnÀ î ÀFCK A:S înCn O8H 
Don't kid me!,Ne me faites pas marcher !,qO  U AQKFU   nFA K U Q îîÀ 
Don't kid me!,Ne me charrie pas !," 2à9,2ê6$êÊ îr«RrÊr9k Càbàe2t2b9 wRbeàêk îîÀ îRj2tG$Rêe 7êàb0, "
Don't kid me!,Ne me charriez pas !," ,2  2&y2k Fû7 qêàbÊ w$92y qê$Rh î9Ê "
Don't litter!,Ne pas déverser d'immondices !,qRàbeÊ$be  yyràb02 57PnÔ A$H4 îrtr92Ê 
Don't ramble.,Ne radote pas.,I POU KO UFîOXC ÀFUKFU  nFA înCn O8 
Don't ramble.,Ne radotez pas.,PFîëQ  qOA  q 
Don't resist.,Ne résiste pas !,Ààhr9ày Ob3rê$bt2b9 w$yÊrbe& îrtr92Ê 
Drive safely.,Conduis prudemment !,Q:AqOA   AFAûC A qCOA  OCKîF:OOQ qU  Xn : MXA8 
Drive safely.,Conduisez prudemment.,wFAq ëFAq OmKFU  ÀUO8n  nAQXU AÀO ÀFUKFU  nFA 
Drop the gun.,Lâche l'arme !,ëOUU: Qw Aqw n 5KX8FAqÔ î 8H 
Drop the gun.,Lâchez l'arme !,7 Aë îOXCn 5XëÔ KîÀS Xë 
Easy does it.,On se calme !, î QwnU  n ÀFA U À nAq ÀFH 5îHîHÀHÔ 
Easy does it.,On n'est pas aux pièces !, OîîQ OQ   O QOUPnÀOQ î 8 
Find the cat.,Trouvez le chat.," ,2 Fêeàbr&rbe À$ttr9922 $6 9,2 w$be ë$be  ""àêÊ 6$ê nbÊR&9êr2& "
Find the cat.,Trouve le chat.,Cà2ê&x Kàxr&9àb K39 î9Ê 
"Fish, please.",Du poisson s'il vous plaît.,XKQ QÀQ Kàxr&9àb 5Kêr3à92Ô îrtr92Ê  
Get a doctor.,Va chercher un médecin !,ngC ÀFAQ UXÀ nFA 5K ënQ  AÔ 5KUnP  OÔ înCn O8 
Get a doctor.,Allez chercher un médecin !," k0$b  yy$k nbÊR&9êr2& I,$be&,àb w$yÊrbe î9ÊH "
Get my rifle.,Attrape mon fusil !,gFU8 A nQî CnÀ 7 Aë MFU MnA AÀO  A8 nAPOQ COA  
Get my rifle.,Attrapez mon fusil !,POqO  7îO C UëO  FUq AnQ  nFA 
Get my rifle.,Attrape ma carabine !,Pn88  nA OUA  nFA î înCn O8 
Get my rifle.,Attrapez ma carabine !, Un Om ÀF  FA CnîîQ î 8 
Ghosts exist.,Les fantômes existent.,CnÀî:A OmKUOQQ FMMQwFUO K O î 8 
Go to school.,Va à l'école., wO wFAq ëFAq OîOÀ UnÀ ÀFCK A:S înCn O8 
Go to school.,Allez à l'école !,ëOUU:  U 8nAq ÀFH înCn O8 
Good for you.,C'est bien pour toi.,":R&2b î$er&9r0& 5 ,àryàbÊÔ À$thàbk îrtr92Ê "
Good for you.,C'est bien pour vous.,I$$tyr$bÀr6à 5w$be ë$beÔ w$yÊrbe& îrtr92Ê 
Grab my hand.,Saisis-moi la main !,ÀwOPUFA K ënQ  A înCn O8 OCKîF:OOQ qU  Xn : MXA8 
Grab my hand.,Saisissez-moi la main !,À  w : îXgn IXn înMO nAQXU AÀO ÀFHS î 8 
Hand it over.,Remets-le., QQ   7îF: wFQKn  în : înCn O8 
Hand it over.,Remettez-le.,AwÀ  înCn O8 
Have a donut.,Prends un beignet., Q  A nA OUA  nFA î OAqnAOOUnAq ÀFH îîÀ 
Have a donut.,Prenez un beignet.,  n  A ÀOCOA  ÀFUK 
Have a drink.,Prends un verre !,ÀFÀ  ÀFî  7OPOU qOQ K ënQ  A înCn O8H 
Have a drink.,Prenez un verre !,Àî :CFUO nAPOQ COA Q 5C XUn nXQÔ K O î 8 
Have a drink.,Prends une boisson !, wO wFAq ëFAq nAQ n X O FM O8XÀ  nFA 
Have a drink.,Prenez une boisson !," àbêr0, Mrbàb0rày w$yÊrbe& îrtr92Ê "
Have a taste.,Goûte !,ëXOwAO p A qOî K ënQ  A 5KUnP  OÔ înCn O8 
Have a taste.,Goûtez !,qO KF OU 5QnAq KFUOÔ K OH î 8H 
Have another.,Prends-en un autre.,K  ÀUO8n  QXnQQO QOëXUn  Q nA8FAOQn  
He avoids me.,Il m'évite.,AO CFA  ÀFUKFU  nFA 
He could die.,Il se pourrait qu'il meure.,Mêr2Êtàbb Kà0r6r0 Mrbàb0rày Q2ê3r02& îrtr92Ê 
He denied it.,Il l'a nié.," ,2 7àbex$x  Cà&&  êàb&r9  R9,$êr9k "
He denied it.,Il le nia.,KqnC nA8n  CX X î MXA8 
He denied it.,Il l'a refusé.,g AqwF qUFXK ÀFHS î 8 
He denied it.,Il le refusa.,8    Q OOî KnKOQ nA8XQ UnOQ 5KUnP  OÔ înCn O8 
He dozed off.,Il s'est endormi.,AO  XAnPOUQO nA OUA  nFA î qUFXK înCn O8 
He dumped me.,Il m'a plaquée.,F02àb Kàêx À$b&2ê3à9r$b M$RbÊà9r$b 
He dumped me.,Il m'a laissée tomber.,qOAOU în ÀwnA  înMO nAQXU AÀO ÀFCK A: înCn O8 
He got angry.,Il s'est fâché., MUnÀ  FnîMnOî8 QOUPnÀOQ qw A  înCn O8 
He got angry.,Il s'est mis en colère.,QFîX nFA ÀUO  nFA ÀFCK A: înCn O8 
He had a dog.,Il avait un chien.,MX7FA  QQO  C A qOCOA  ÀFH î 8 
He has a car.,Il dispose d'un véhicule.,"M$ê02Vâ A29""$êx& Qrbeàh$ê2 K92H î9ÊH "
He has money.,Il dispose d'argent., wOUC m ëAn  : UA î 8H 
He helps her.,Il l'aide.,Cn88îO O Q  8UO8qnAq ÀFCK A: 
He is a poet.,C'est un poète.,K AÀwQwnî UO î :  A8 8OPOîFKOUQ KUnP  O înCn O8 
He is a poet.,Il est poète.,U$yk nb92êbà9r$bày w$yÊrbe& î9ÊH 
He is asleep.,Il est endormi.,"q$yÊtàb Qà0,& 5 &ràÔ Mrbàb02  "
He is cranky.,Il est excentrique.,XAnîOPOU 7 wU nA ÀF  îî 
He is eating.,Il est en train de manger.,"nthà09 M$RbÊà9r$b 7àbeyàÊ2&, "
He is heroic.,Il est héroïque.,AÀU 5wOîî QÔ QH H 
He is not in.,Il n'est pas chez lui.,qîF7 î 8nQKî : wFî8nAqQ înCn O8 
